digrp_pavadinimas,data2,dinst_id4,apskritis1,savivaldybe,data1,dinst_id5
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2012-09-01,13
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2012-09-01,9
Kitas švietimo teikėjas,,,Šiaulių apskr.,Pakruojo r. sav.,2012-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Pakruojo r. sav.,2012-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Pakruojo r. sav.,2012-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2012-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2012-09-01,1
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2012-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2012-09-01,1
Aukštoji mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2013-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2013-09-01,11
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2013-09-01,9
Kitas švietimo teikėjas,,,Šiaulių apskr.,Pakruojo r. sav.,2013-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Pakruojo r. sav.,2013-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Pakruojo r. sav.,2013-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2013-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2013-09-01,1
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2013-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2013-09-01,2
Aukštoji mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2014-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2014-09-01,12
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2014-09-01,9
Kitas švietimo teikėjas,,,Šiaulių apskr.,Pakruojo r. sav.,2014-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Pakruojo r. sav.,2014-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Pakruojo r. sav.,2014-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2014-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2014-09-01,1
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2014-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2014-09-01,2
Aukštoji mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2015-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2015-09-01,12
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2015-09-01,9
Kitas švietimo teikėjas,,,Šiaulių apskr.,Pakruojo r. sav.,2015-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Pakruojo r. sav.,2015-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Pakruojo r. sav.,2015-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2015-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2015-09-01,1
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2015-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2015-09-01,2
Aukštoji mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2016-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2016-09-01,13
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2016-09-01,9
Kitas švietimo teikėjas,,,Šiaulių apskr.,Pakruojo r. sav.,2016-09-01,5
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Pakruojo r. sav.,2016-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Pakruojo r. sav.,2016-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2016-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2016-09-01,1
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2016-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2016-09-01,2
Aukštoji mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2017-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2017-09-01,13
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2017-09-01,9
Kitas švietimo teikėjas,,,Šiaulių apskr.,Pakruojo r. sav.,2017-09-01,5
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Pakruojo r. sav.,2017-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Pakruojo r. sav.,2017-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2017-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Pakruojo r. sav.,2017-09-01,1
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2017-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Pakruojo r. sav.,2017-09-01,2
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2003-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2003-09-01,42
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2003-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2003-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2003-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2003-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2003-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2003-09-01,5
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2003-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2003-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2004-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2004-09-01,42
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2004-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2004-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2004-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2004-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2004-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2004-09-01,5
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2004-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2004-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2005-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2005-09-01,26
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2005-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2005-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2005-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2005-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2005-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2005-09-01,6
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2005-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2005-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2006-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2006-09-01,27
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2006-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2006-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2006-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2006-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2006-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2006-09-01,6
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2006-09-01,2
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2006-09-01,1
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2007-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2007-09-01,27
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2007-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2007-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2007-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2007-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2007-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2007-09-01,5
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2007-09-01,2
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2007-09-01,2
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2008-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2008-09-01,24
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2008-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2008-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2008-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2008-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2008-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2008-09-01,6
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2008-09-01,2
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2008-09-01,2
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2009-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2009-09-01,22
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2009-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2009-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2009-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2009-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2009-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2009-09-01,6
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2009-09-01,2
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2009-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2010-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2010-09-01,21
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2010-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2010-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2010-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2010-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2010-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2010-09-01,6
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2010-09-01,2
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2010-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2011-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2011-09-01,21
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2011-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2011-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2011-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2011-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2011-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2011-09-01,8
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2011-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2011-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2012-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2012-09-01,19
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2012-09-01,4
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2012-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2012-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2012-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2012-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2012-09-01,4
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2012-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2012-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2013-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2013-09-01,19
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2013-09-01,4
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2013-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2013-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2013-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2013-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2013-09-01,4
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2013-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2013-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2014-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2014-09-01,18
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2014-09-01,4
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2014-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2014-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2014-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2014-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2014-09-01,4
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2014-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2014-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2015-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2015-09-01,18
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2015-09-01,4
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2015-09-01,1
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2015-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2015-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2015-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2015-09-01,4
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2015-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2015-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2016-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2016-09-01,16
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2016-09-01,4
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2016-09-01,8
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2016-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2016-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2016-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2016-09-01,4
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2016-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2016-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2017-09-01,-
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2017-09-01,16
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2017-09-01,4
Kitas švietimo teikėjas,,,Šiaulių apskr.,Radviliškio r. sav.,2017-09-01,8
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Radviliškio r. sav.,2017-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Radviliškio r. sav.,2017-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2017-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Radviliškio r. sav.,2017-09-01,4
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2017-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Radviliškio r. sav.,2017-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2003-09-01,4
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2003-09-01,7
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2003-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Šiaulių m. sav.,2003-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Šiaulių m. sav.,2003-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Šiaulių m. sav.,2003-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2003-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2003-09-01,2
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Šiaulių m. sav.,2003-09-01,5
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Šiaulių m. sav.,2003-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2004-09-01,4
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2004-09-01,44
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2004-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Šiaulių m. sav.,2004-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Šiaulių m. sav.,2004-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Šiaulių m. sav.,2004-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2004-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2004-09-01,37
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Šiaulių m. sav.,2004-09-01,-
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Šiaulių m. sav.,2004-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2005-09-01,4
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2005-09-01,45
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2005-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Šiaulių m. sav.,2005-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Šiaulių m. sav.,2005-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Šiaulių m. sav.,2005-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2005-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2005-09-01,38
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Šiaulių m. sav.,2005-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Šiaulių m. sav.,2005-09-01,-
Aukštoji mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2006-09-01,4
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2006-09-01,43
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2006-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Šiaulių m. sav.,2006-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Šiaulių m. sav.,2006-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Šiaulių m. sav.,2006-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2006-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2006-09-01,37
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Šiaulių m. sav.,2006-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Šiaulių m. sav.,2006-09-01,2
Aukštoji mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2007-09-01,4
Bendrojo ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2007-09-01,43
Ikimokyklinio ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2007-09-01,-
Kitas švietimo teikėjas,,,Šiaulių apskr.,Šiaulių m. sav.,2007-09-01,-
Kompetencijų vertinimo institucija,,,Šiaulių apskr.,Šiaulių m. sav.,2007-09-01,-
Mokslinių tyrimų institutas,,,Šiaulių apskr.,Šiaulių m. sav.,2007-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2007-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2007-09-01,37
Profesinio mokymo įstaiga,,,Šiaulių apskr.,Šiaulių m. sav.,2007-09-01,1
Švietimo pagalbos įstaiga,,,Šiaulių apskr.,Šiaulių m. sav.,2007-09-01,2
Aukštoji mokykla,,,Šiaulių apskr.,Šiaulių m. sav.,2008-09-01,4
